罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2019/7/27,18,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2019/8/8,17,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2019/11/11,9,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2019/11/15,11,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,大和,福田,142131,神奈川県,大和市,渋谷６丁目,2019/11/25,16,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,大上２丁目,2019/11/1,8,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,大上３丁目,2019/8/31,14,４階建て以上共同住宅,10歳代,高校生,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,小園,2019/2/25,8,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,小園,2019/3/15,12,一戸建住宅,10歳代,中学生,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾釜田２丁目,2019/3/5,19,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾中１丁目,2019/1/31,15,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,大和,寺尾,142182,神奈川県,綾瀬市,寺尾西３丁目,2019/2/28,15,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,大和,深谷,142182,神奈川県,綾瀬市,本蓼川,2019/12/1,19,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,大和,深谷,142182,神奈川県,綾瀬市,落合北７丁目,2019/11/8,15,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,大和,深谷,142182,神奈川県,綾瀬市,,2019/4/17,9,その他,70歳以上,その他,施錠した
窃盗,自転車盗,大和,深谷,142182,神奈川県,綾瀬市,深谷南４丁目,2019/8/26,6,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,大和,深谷,142182,神奈川県,綾瀬市,深谷上３丁目,2019/10/27,15,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2019/7/28,16,その他,10歳代,高校生,施錠した
窃盗,自転車盗,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2019/9/3,9,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,大和,下鶴間,142131,神奈川県,大和市,下鶴間,2019/11/9,16,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,大和,綾瀬地区,142182,神奈川県,綾瀬市,綾西４丁目,2019/5/6,20,一戸建住宅,30歳代,その他,施錠した
窃盗,自転車盗,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡東２丁目,2019/6/5,9,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠した
窃盗,自転車盗,泉,中田,141160,神奈川県,横浜市泉区,中田西１丁目,2019/5/17,9,その他,10歳代,大学生,施錠した
窃盗,自転車盗,泉,和泉,141160,神奈川県,横浜市泉区,中田南２丁目,2019/2/21,12,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央南１丁目,2019/4/17,8,一戸建住宅,10歳代,中学生,施錠した
窃盗,自転車盗,泉,和泉,141160,神奈川県,横浜市泉区,和泉中央南２丁目,2019/7/5,8,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2019/4/9,7,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2019/5/4,21,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2019/9/12,15,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘１丁目,2019/1/28,13,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘１丁目,2019/1/28,14,その他,40歳代,その他,施錠した
窃盗,自転車盗,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘１丁目,2019/3/22,9,４階建て以上共同住宅,10歳代,大学生,施錠した
窃盗,自転車盗,泉,緑園都市駅前,141160,神奈川県,横浜市泉区,緑園４丁目,2019/5/15,7,その他,10歳代,高校生,施錠した
窃盗,自転車盗,泉,上飯田,141160,神奈川県,横浜市泉区,上飯田町,2019/11/9,16,４階建て以上共同住宅,70歳以上,その他,施錠した
窃盗,自転車盗,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2019/3/13,6,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,上飯田町,2019/1/30,8,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,泉,いちょう団地,141160,神奈川県,横浜市泉区,上飯田町,2019/5/5,19,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,新橋町,2019/6/30,19,一戸建住宅,10歳代,高校生,施錠した
窃盗,自転車盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,弥生台,2019/10/1,8,道路上,10歳代,その他,施錠した
窃盗,自転車盗,泉,弥生台駅前,141160,神奈川県,横浜市泉区,西が岡３丁目,2019/5/16,0,道路上,10歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2018/9/16,23,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/2/11,21,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/4/16,8,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/4/25,16,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/5/22,7,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/5/24,12,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/5/24,23,４階建て以上共同住宅,40歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/7/8,9,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/7/17,7,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/7/21,12,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/7/31,19,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/8/2,9,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/8/7,9,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/9/6,7,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/9/14,12,道路上,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/10/13,23,一戸建住宅,65-69歳,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/10/14,7,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/10/23,7,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/11/5,8,道路上,10歳代,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/11/7,13,道路上,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/11/10,11,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019/11/16,12,その他,70歳以上,その他,施錠した
窃盗,自転車盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,矢部町,2019/1/20,18,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,踊場,141101,神奈川県,横浜市戸塚区,戸塚町,2019/2/24,18,一戸建住宅,10歳代,中学生,施錠した
窃盗,自転車盗,戸塚,踊場,141101,神奈川県,横浜市戸塚区,矢部町,2019/2/3,16,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2019/7/28,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,東俣野町,2019/7/12,7,その他,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2018/11/1,17,その他,20歳代,大学生,施錠した
窃盗,自転車盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2018/12/13,9,その他,20歳代,大学生,施錠した
窃盗,自転車盗,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,上柏尾町,2019/10/15,0,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,名瀬町,2019/2/9,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,名瀬町,2019/5/5,12,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,戸塚,柏尾,141101,神奈川県,横浜市戸塚区,名瀬町,2019/8/4,17,その他の住宅（３階建て以下共同住宅等）,65-69歳,その他,施錠した
窃盗,自転車盗,戸塚,平戸,141101,神奈川県,横浜市戸塚区,平戸町,2019/3/28,6,一戸建住宅,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2019/7/20,22,４階建て以上共同住宅,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2019/11/25,7,その他,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,名瀬町,2019/7/26,15,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019/4/4,17,一戸建住宅,10歳代,中学生,施錠した
窃盗,自転車盗,戸塚,深谷,141101,神奈川県,横浜市戸塚区,深谷町,2019/9/6,21,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2019/7/11,10,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2019/9/10,7,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2019/9/21,15,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2019/10/12,12,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,川上町,2019/10/21,8,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2018/12/27,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/4/3,17,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/5/5,5,道路上,60-64歳,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/6/14,8,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/8/14,14,道路上,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/9/14,17,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/9/21,5,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/9/25,6,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/9/27,16,道路上,10歳代,小学生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/9/29,16,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019/10/5,9,４階建て以上共同住宅,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,2019/7/22,13,４階建て以上共同住宅,10歳代,高校生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,2019/8/9,20,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,上品濃,2019/10/25,22,４階建て以上共同住宅,10歳代,中学生,施錠した
窃盗,自転車盗,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,上倉田町,2019/4/19,10,４階建て以上共同住宅,65-69歳,その他,施錠した
